ticker,p-value,h
TNC,0.041313317130623216,0.5567643698543413
TMP,0.008392789172802327,0.4400225846393874
TR,0.5094183212831682,0.5523731321063403
UGI,0.3440803281926157,0.5317477075424913
UMBF,0.038237799807609676,0.4231371474917354
VFC,0.7552206709197655,0.6470453509422733
GWW,0.5328946064398052,0.6634437476533238
WBA,0.41086233272572525,0.5603449499393082
WMT,0.8706673684660236,0.6314164908898448
WST,0.24425140773253107,0.6580961522884037
WABC,0.11624635720423954,0.4798791247008493
WEYS,0.22853573793810095,0.5273361667341503
AROW,0.1808730757304579,0.49654864155198714
ARTNA,0.06999637941246087,0.40564930138858296
ATR,0.8683792768629865,0.6514386726053065
CAT,0.7097306881083784,0.5331793078962767
CB,0.44370464470063126,0.5286112592456136
JW-A,0.4885614999511363,0.5565722381000684
PSBQ,0.2037017422196007,0.5343318226971773
SPX,0.4611683525918032,0.5993057862483272
VGR,0.6842665558756251,0.6463742801321208
APU,0.24791213569081144,0.6445838713786105
WES,0.2930478190064858,0.6382926599167621
HEP,0.03077684982498345,0.4622573387835641
ET,0.2968884161352232,0.4903954250242052
WHG,0.6325015760602496,0.714400424188594
OHI,0.3528973420597735,0.6710521501584711
EPD,0.3394827981386531,0.5134800106443396
ENB,0.06242521159911634,0.5439948340516871
MMP,0.15708788112949962,0.4675822457235098
WPC,0.7086638288253578,0.6974126442818476
OKE,0.442991550963682,0.6418946676916967
PPL,0.26649741718048825,0.6151543574230542
PM,0.43169427341332356,0.5340256722458611
UBA,0.13235502324225462,0.5804860379001917
NHI,0.3121582697676608,0.575398373975407
SO,0.0101837932672043,0.6942884543418754
IBM,0.21316543187824105,0.5401396377976282
BIP,0.21243806259048248,0.7028523204230043
GIS,0.4938825823891734,0.5809888155988544
D,0.1613642592563464,0.5790412472777509
PETS,0.6556511222753256,0.6767530217643657
OXY,0.47377089238076114,0.658676488355468
LAZ,0.4918473362395362,0.5560582275108851
PFG,0.2898383672093462,0.5897336969157968
EIX,0.1325523043532642,0.5354593882429484
QCOM,0.08812715814248712,0.6035000110769486
ISBA,0.6197389081062556,0.4947748422422403
DUK,0.5748873951091559,0.5645521670124208
DGICB,0.07135922359417708,0.3488232606710505
VZ,0.5537880211735166,0.5850558553739486
CNP,0.37893013562126215,0.46698345403598923
DGICA,0.3093692960739879,0.4876574995588023
MYBF,0.04466349312156364,0.5826566568767936
WRK,0.6616920550031551,0.6394138407615805
PRU,0.06610035532867989,0.5212766723872734
R,0.35267703211447265,0.5560155202459369
SJI,0.06459336726163963,0.4674696975686722
OGE,0.4986603463553691,0.6596385771191084
FLO,0.34535752773411155,0.5515947946814795
K,0.0822561704732534,0.4867724346763329
SBSI,0.0020674424534882496,0.4221395698691394
DLR,0.10946328759702467,0.4948148470847199
BG,0.2848491907817775,0.5378833180407379
CAH,0.659669640958466,0.5038175948251488
NWE,0.5302469757669537,0.6202032342206252
LARK,0.1101038460124365,0.4394175799630372
MXIM,0.45447364564102394,0.47446851309907956
BMRC,0.6173042124409356,0.5655607850269933
ODC,0.14810049924364643,0.5230401254600053
SJM,0.25104400570827967,0.4543944934184829
EVRG,0.42334269991686957,0.6066679667233339
TJX,0.4851925218332036,0.7079065902734473
THVB,0.3602705741890271,0.5205658449547037
DTE,0.5766134281629078,0.6088958941888148
FLIC,0.477800948435136,0.5729772750524904
AMNF,0.8599019125345491,0.7405295078478089
BHB,0.024363148615275155,0.39211736675074643
SRE,0.18377087012923782,0.6548438605499086
TXN,0.7188819251092831,0.5717068779035356
HUBB,0.09111825559548187,0.5512846268633055
WEC,0.4505790277131329,0.6923097049786743
WSM,0.1744013683377723,0.5615764473619606
CMI,0.21808522167850342,0.521117163680681
POR,0.3848873481300355,0.6376434475972539
SR,0.6649776305477839,0.5721856922394151
ACU,0.2746552837966701,0.5391496842260618
EAT,0.1734427237922016,0.5477906990768112
ES,0.3218830266281075,0.7037502826324382
LNT,0.305878790577582,0.6738279845999269
OZK,0.7717970747141785,0.6306725820952019
LMT,0.26439252359521187,0.6762067654276515
CCFN,0.9828322287822591,0.515473734002182
NKSH,0.17011414248650392,0.46157775350243563
XEL,0.6601518924673635,0.6717980704020691
UNM,0.5386141952236644,0.6451101880793908
CZFS,0.9564883489880341,0.5483221216902008
BKUTK,0.3313301803429932,0.46978019634442947
AVA,0.7809965383059441,0.5306782924817045
MSM,0.4031996522787009,0.5034996715059711
ESS,0.8061877521142155,0.6325923069381131
AXS,0.2293881193741545,0.548589961190484
BBY,0.3466442210547093,0.6200026593646446
AMP,0.22816815181513178,0.5887253771678165
HAS,0.15208877988853925,0.5074352021034257
CBRL,0.04982368700364922,0.4081137961803416
CMS,0.517273706478446,0.6692377981416845
FAST,0.3612334699796713,0.6064775003863243
LYBC,0.25062931788027615,0.5129768585032004
SWX,0.25542087176943534,0.5320324752716136
FFMR,0.7240828014632631,0.5213184862794591
NIDB,0.723794504168211,0.5875699021379525
AUBN,0.0035389309274474843,0.6589332161453427
NWFL,0.5138334122700016,0.5161681678852449
PII,0.2781516522585191,0.5025348183205649
AIZ,0.17261286965106354,0.6206601921737406
NEE,0.19970962006502596,0.7880228318026165
EVR,0.4555731251607455,0.5728970575268697
TIF,0.2501428536054393,0.5627858619453204
NJR,0.7286236602085187,0.5367895193132862
NHC,0.3708854637263115,0.5671635288122561
BOKF,0.28139161403177626,0.486979048550782
PB,0.03332341923309069,0.43996717713151795
TRV,0.5445442960005888,0.5372583154123786
CATC,0.6372339016000752,0.45321329574999997
RGCO,0.8273890517988041,0.4939932567717081
SXT,0.11309541463081196,0.49901937801660307
RBCAA,0.6544650578627675,0.5360200641122628
NUS,0.49466760206373045,0.5945909443402958
ELS,0.3633263292686535,0.7701326516729732
LECO,0.0062635127027785556,0.42964984968940834
QNTO,0.06969200232757927,0.5423210572892393
HWKN,0.498455951711259,0.45328080451669883
EBMT,0.025774166722602333,0.5410588754922543
YORW,0.00493309763991317,0.6212176243306479
ADI,0.5075395191811657,0.5556325626251557
UNP,0.7081025287006171,0.641877639682164
RBA,0.1649556605438357,0.6374068524385232
IFF,0.019044066313459236,0.43013153325650205
ANDE,0.2282426288871714,0.6294013697834828
CHRW,0.5800468183186196,0.4742073880526807
WM,0.6769499135734451,0.6834072893556508
RTN,0.47882209654083524,0.6176951468424149
CMCSA,0.14458334452017985,0.5751773214600492
MCHP,0.10216442607062509,0.551097517346208
RSG,0.5307145615748022,0.6944800268109703
HRS,0.768053143887671,0.6917986399560376
AWK,0.5743300908109169,0.7080288452754216
MATW,0.8689225792518838,0.6468206500792625
KR,0.2470785586331789,0.5173814387275636
THG,0.761141085348903,0.6854693080474515
HI,0.5731288494678982,0.6687762763943693
NOC,0.5072900337779377,0.6169735719007956
BR,0.8852120030285057,0.6725852210810787
RHI,0.6801496333072057,0.5729917508761875
ABC,0.005068482205992662,0.41602357367313014
IPAR,0.8603657961583924,0.6814759317457848
ACN,0.7233207778831509,0.6575709162166286
CPK,0.8325905454816772,0.5697074856753304
EBTC,0.07015581742235709,0.4530893245620692
HONT,0.586231222231338,0.468821099116605
NEU,0.23682307462989305,0.5458639798063434
MSFT,0.22778742931602758,0.784976863965379
HCSG,0.4768738242802878,0.6919254697959668
CNI,0.6414423487651889,0.5519226551412121
RGA,0.5925306904897901,0.5008702634002536
CASS,0.06662084272655773,0.4673859810765184
AFG,0.6695020612456921,0.5538593531867461
XLNX,0.7860176669684005,0.6470306233734592
SLGN,0.100463167566263,0.5482831649703093
RGLD,0.6541380528724494,0.6838514696812847
RBC,0.011546303903678095,0.40602960061449794
FNV,0.0503095376741562,0.6548397597313257
ALB,0.6155697332930768,0.6462822880428716
WLK,0.7378495234913629,0.620991351404359
FMAO,0.770191082386237,0.6552805816294955
CHD,0.816936941461986,0.6649274766331504
MCK,0.04855236952181257,0.4991349100903156
LNN,0.012810236177763551,0.43372182561711986
PRGO,0.6162725857277228,0.6283138918804638
CSX,0.722661723541318,0.6013929101360761
GGG,0.866640184350032,0.5855351062956113
EXPD,0.74702214384072,0.5315828687116215
NKE,0.4430129172514663,0.678553039220531
UTMD,0.674036283891249,0.5842739584154242
JJSF,0.5247843556374623,0.5673554964968657
STE,0.770205736996526,0.740837065014692
FDX,0.43000236714712614,0.5934155748239747
ISCA,0.48785121493611533,0.5025819733976538
VSEC,0.5369124541047972,0.6245143852743748
FDS,0.6141867443715479,0.6308269867395583
COLM,0.8857918004543832,0.6657302013287335
LMNR,0.32238741001875826,0.5421822020256344
ROST,0.49731584100521037,0.7261577495257278
RNR,0.31775778549898326,0.6551014447533523
COST,0.4248852086582716,0.7320022544071008
MNRO,0.6101479908459557,0.5820900191629454
JBHT,0.39179147687536475,0.5299376797319477
ZTS,0.3962114452644354,0.7979039710672107
WYND,0.353008046862703,0.5335329456452488
XYL,0.8033518658499579,0.5460749886214035
ZION,0.3485810912546181,0.5022367811979326
WOR,0.1087022735555292,0.4110355764824613
WPP,0.9105177445529644,0.6055657919734194
WSFS,0.16118204625793237,0.5192099924110601
WSBC,0.19516812080315943,0.5058824412857524
WTBA,0.1346692898238827,0.5159927839269371
WAB,0.38627921140347043,0.5370956935568263
WLKP,0.015761186046511118,0.5291533144630797
WY,0.5584300378911997,0.6175522996279732
WHR,0.4010434033618074,0.5695252223156526
WMPN,0.5457583944205523,0.6369814973230792
WLTW,0.6094268424503603,0.6346431628062612
WINA,0.4505288666326265,0.6335210638037654
WTFC,0.25921557533281403,0.5210513979288242
WDFN,0.4052408967065285,0.49106368719203775
WEN,0.3676802627373137,0.6078220368208027
WBS,0.232859473939816,0.5018569609853165
WRI,0.057132340433371495,0.5054981465632457
WEBK,0.008279948010718938,0.6636314912547728
WFC,0.1078285573092242,0.505256266670329
WDFC,0.834315857881587,0.7155217961693784
WSO,0.28641557206953555,0.5123952441831504
WTS,0.30231072497146516,0.614540274132923
WASH,0.08529679564630593,0.42024963017450306
WCN,0.8858066057953735,0.6863312228735722
WTBFA,0.32838987410966247,0.5968596793147889
DIS,0.2818693429684963,0.5998928110752607
WAFD,0.2578353768013164,0.5850941353506526
VTR,0.4743018485712617,0.5872031189572099
VMC,0.23210387622671624,0.6203756869186776
USPH,0.7710449172961824,0.7213877056702583
MTN,0.5600209883774463,0.5730537700251074
VLO,0.7287960046171669,0.6288117861034143
UCFC,0.1960593281250193,0.5623305566638275
UFCS,0.22675302296469457,0.5207777039177823
UPS,0.036216664165373655,0.4918830537519305
UNH,0.6409770837835,0.6059341552375715
UNTY,0.5473503808679739,0.498730454682184
UFPI,0.11020167600299935,0.6503704006180788
TYBT,0.8033404217981182,0.5167875952834886
TRN,0.1714450473673026,0.49908158435899286
TRUX,0.6499124890279034,0.7285905308671938
TRCB,0.1224231522008738,0.5800508408516765
TSN,0.395369704145445,0.655320890357953
USB,0.08575493637465559,0.5294684440950831
UDR,0.806629185895323,0.6489739662342943
UMPQ,0.4418080170210415,0.5434436928365768
UNB,0.5853917573307482,0.6617242552313012
UBCP,0.013603765664827187,0.5727639066349443
UCBI,0.15099936815801102,0.5470853714070776
OC,0.6974645732277788,0.6941745665957928
ORM,0.0790366141677597,0.5772050211956669
OXM,0.6595403917775268,0.5469959881703089
GLT,0.4436515029274836,0.5745979025583626
PCAR,0.08806440855595588,0.5546288577539955
PKG,0.4022570855886156,0.5693342621745298
PKBK,0.479449341262865,0.5189607795120127
PEGI,0.40610150099664616,0.6364098254152014
PDCO,0.8945295765638882,0.6355893248783033
PAYX,0.4736913448105442,0.64494003031493
PBFX,0.5213636926442757,0.5242388356433358
PAG,0.055617477140269204,0.45174290209878054
PEBK,0.2177040970039263,0.5446306660811976
PPLL,0.12048509009594793,0.7290781330407892
PFE,0.788293541891512,0.5636381744344984
PSX,0.7515609382487861,0.5873075044167387
PSXP,0.04218403853363231,0.5795477925268232
PPBN,0.12697711632256642,0.47634436860409723
PNW,0.686254513809133,0.49763954661076626
PNBI,0.9217514053397237,0.6037667526406886
PNC,0.3197348318524499,0.542594545395021
PNM,0.7563853766416766,0.6043517249328477
POL,0.5452520632624537,0.5589737430343661
POOL,0.5600869927981915,0.721432811009107
PTBS,0.9940102635303943,0.6814245038940036
POWI,0.02695878727519401,0.6152015511368878
APTS,0.5014861149995323,0.5357858365753594
PFBC,0.1360130138866646,0.5410113119212155
PRI,0.7718640619106263,0.6041708003394819
PRIM,0.2877796241030198,0.4935463675829557
PLD,0.4634758470996788,0.7176070921166443
PROV,0.2137182769289519,0.6088593541713678
PFS,0.012829950500604646,0.41554750821065584
PSB,0.7666739970463277,0.6731333877501613
PEG,0.7245099728530267,0.6013395305571592
QNBC,0.8298758496856823,0.5873396392576572
QTS,0.14690094265564874,0.5985157060642413
DGX,0.18440484466813,0.5076419995092057
RJF,0.16449113389540876,0.4598873901499473
RMAX,0.6788476817272011,0.6484685109485685
REG,0.1467815260299114,0.4766627082580981
RF,0.30450807205709796,0.5078804893659986
RS,0.15857962240525797,0.6289904378933652
RMD,0.27887824389814764,0.690825246162027
RECN,0.06599155618383443,0.4102053134731712
ROIC,0.07292974166042342,0.44188635870935167
REXR,0.531248366105422,0.7588803771558197
ROK,0.13124329357749032,0.4771075134359611
RCL,0.1823029138477965,0.49636422621800147
RUTH,0.7968862954041804,0.617370233451128
RHP,0.734187208133686,0.6060416563719965
STBA,0.1989023356413877,0.4855322870893406
SBRA,0.2922776833752367,0.6039535465299646
SAFM,0.6019228059860579,0.5950490579341169
SASR,0.10747897560007214,0.46360293384878076
BFS,0.15358279451336848,0.4107015577438618
SBFG,0.24188781040293095,0.46746481881231855
SWM,0.2784076111613042,0.5754536931339198
SMG,0.15821933401254806,0.6404990975135055
SIGI,0.9261218364219057,0.6245670157564875
SCI,0.7887382312416072,0.5891829753836939
SFBS,0.17910714142263884,0.4894437838194119
SHEN,0.3973535840694438,0.5156344628690623
SCVL,0.2788360225144935,0.6421120904405706
BSRR,0.009719806314070623,0.43545671772055
SIG,0.8113523456934373,0.8273651131417723
SFNC,0.09132180446771082,0.4573788460617184
SPG,0.17805107102272394,0.47311402443841577
SSD,0.3236079426648193,0.6431973079605754
SBGI,0.46500977855944525,0.6349810101487177
SIX,0.020044232418684662,0.5447431630478211
SWKS,0.046400265049739806,0.6127550131151475
SLG,0.21434374754820001,0.4819918678833592
SNA,0.023877834944629323,0.42192772287142855
SOHO,0.19838475802464467,0.5137298578444726
SFBC,0.8756281138947233,0.5429655131371155
SSB,0.3047165314104158,0.563368880911551
SOMC,0.8404953731010313,0.533209163224018
SMBC,0.2098986542497207,0.4147581427354328
LUV,0.0471963677870269,0.4558741539791613
SGB,2.3029626769903982e-05,0.6153859053869316
SPTN,0.8936667707210635,0.6386461490203746
SRLP,0.15539582938087604,0.5506995733111149
STAG,0.5479669578571772,0.6252435574738415
SMP,0.001527162680181537,0.40607486453674696
SXI,0.5148717388301725,0.5439908327156345
SGU,0.07717491801194569,0.4479155714226017
SBUX,0.3318378704472015,0.6981257293249793
STT,0.7081326270390692,0.6693746901618999
STLD,0.46220028875955826,0.5856730718447904
SCS,0.05615922780742576,0.5444208123976181
SYBT,0.2526637192407664,0.550391771292178
STRT,0.22874726164660353,0.6305453918395966
STBI,0.9022277040973132,0.6255494424495672
INN,0.5301820852451412,0.6100998781712909
STI,0.2233485513474474,0.5533300188100192
SGC,0.47056827631509596,0.5966005386931029
SNX,0.07724628705897676,0.6086976277831465
SNV,0.6022021275578593,0.5974313761531728
TCO,0.39217543328137494,0.6410789640191741
AMTD,0.25191025771162684,0.532144726150152
TEL,0.5385559610495583,0.5304852543287496
TEX,0.3459793898600483,0.5591206565857882
TRNO,0.5141147749915889,0.7762226892823735
TBNK,0.016462109508493257,0.51019482599565
TTEK,0.4028191771561058,0.6907427179252947
TXRH,0.4337234137317895,0.5607485029441025
TFSL,0.11602253220456937,0.6526427531871887
HCKT,0.037735386587033876,0.507838992507149
THO,0.7381467901163209,0.7327587592764665
TSBK,0.7292719686318184,0.5567137621086631
TKR,0.016186118601665123,0.5362950760703789
TTC,0.0725813219927506,0.5905274881749224
TOWN,0.20649795519612818,0.5089651487593086
TSCO,0.699127415766154,0.6546205418601831
TCBK,0.03645065817405073,0.44836510740453844
GLOP,0.037887191612132096,0.605201146534472
GATX,0.4883185837996289,0.5446186289124569
GNTX,0.08675131941168784,0.6139390679007004
GEO,0.2919039015538041,0.5628829938960144
GABC,0.11654924330492944,0.5009503850440015
GTY,0.6728388359422045,0.6025816946389588
GIL,0.45499069136858455,0.5145711704751021
GBCI,0.3176160213932605,0.5027854958956008
GAIN,0.5824087988241636,0.7088045038016088
GS,0.16480136829585734,0.5881751379790463
GT,0.6904345577384091,0.7461589523978482
GSBC,0.2698123443920958,0.545819803463574
GBX,0.32184949208367897,0.7063884616599101
GFF,0.30889790401439543,0.6418882595952606
GPI,0.08955765317422626,0.6205865826679261
GBNK,0.9169591846383468,0.7543572133393567
GFED,0.713341049482336,0.5442237898322093
HAFC,0.5933271010050394,0.5539107197698446
HOG,0.6487800231627655,0.5579344312423347
HIG,0.3785401569468194,0.6309701386729355
