ticker,p-value,h
DCI,0.7660755728933089,0.5836807667719932
DOV,0.553700378803149,0.8257121779607008
EFSI,0.5286173368200678,0.5032304413565799
EV,0.551508278265525,0.5887525141380008
ECL,0.34804596086171513,0.4938052617791769
EMR,0.6478622544438839,0.8594925216647056
ERIE,0.9861712805015017,0.7741750758980548
THFF,0.5354815951702673,0.5478632124972965
FELE,0.652473187722291,0.7739808758641814
BEN,0.9962467536353496,0.5350480799350876
GD,0.15660754965949825,0.3835869874734425
GPC,0.6739778088037325,0.592651277213108
GRC,0.7344761878834032,0.7502469470537001
FUL,0.6293538272058778,0.554413156120443
HRL,0.18228108938907467,0.5709615712973357
ITW,0.6567088949020704,0.6976422656753399
JKHY,0.1558564715712974,0.4773974933100333
JNJ,0.21896697945604188,0.6194256163002276
LANC,0.31279952239921155,0.5147079806438872
MKC,0.05151833901933939,0.3132350535543371
MGRC,0.5998658273957442,0.6484481085878585
MDU,0.8045277326580981,0.6568210867821523
MDT,0.23670471798569587,0.7154872543685857
MGEE,0.15611031404504577,0.35899881705032094
MSEX,0.08174290712702637,0.440048359861958
MSA,0.5035211782148004,0.8351666617295052
NC,0.49007817572719564,0.5518190351044571
NFG,0.05864914297972871,0.45342853621213425
NDSN,0.5708424526044815,0.7186648291046103
NUE,0.5627875287731218,0.5252358221877489
PH,0.7118650180131906,0.7172242892005034
PNR,0.5599131257817113,0.7989131535054629
PEP,0.2506230013792814,0.5754415197436198
PPG,0.7171189348300102,0.5885393819389467
RLI,0.14814917044324866,0.41762749520342946
ROP,0.06649636594204911,0.4813187610672081
RPM,0.7892814734703262,0.5642433639708768
SPGI,0.14734402873160862,0.7130772985922668
SEIC,0.5466028561013029,0.6750906802897441
SHW,0.6533336748389172,0.6289970144817559
SJW,0.4303745392752411,0.4764089711869247
SON,0.3282977126177129,0.4875821608600364
SWK,0.4502093586016269,0.7283087619328191
SCL,0.05878362889230633,0.5210147641617883
SYK,0.12089444482840944,0.3514152851067192
SYY,0.9904518063500598,0.7886123128739195
TROW,0.19060115573582886,0.6938723875335673
SKT,0.04030301985599404,0.3820056713777171
TDS,0.9843904171611098,0.5285732221739148
TNC,0.4148861525387686,0.6304087306057061
TMP,0.5388410065170355,0.6661684973537685
TR,0.7840059552056184,0.4395910880841859
UGI,0.6318709496577218,0.5698871300682864
UMBF,0.2939738003321955,0.49611679270945663
VFC,0.29993405883533386,0.4447584461153685
GWW,0.666749444429091,0.7592373346413033
WBA,0.5226196975731552,0.5902351839966166
WMT,0.7305415035624734,0.5443853551808339
WST,0.2698686374357727,0.538739479728935
WABC,0.47747208393722607,0.5400294812221509
WEYS,0.035042825121644174,0.3433595001407655
AROW,0.6077455155909713,0.6542467759478657
ARTNA,0.7349604255512276,0.5389322365634923
ATR,0.6509528275595019,0.52203360741881
CAT,0.7192301963119172,0.6352344243207553
CB,0.03516954704064968,0.4377207714577365
JW-A,0.3933375709631757,0.5580380543265779
PSBQ,0.8367027855200035,0.6780171510330311
SPX,0.24815825836102906,0.7254979621396197
VGR,0.655285275465606,0.5235630225187945
APU,0.9463007264849336,0.6423055873150816
WES,0.9685254455467991,0.6569021272647585
HEP,0.9405974991133754,0.6792404000662255
ET,0.5591446287507615,0.5297683926261422
WHG,0.33741963758235766,0.40233919064442497
OHI,0.9360564398065933,0.6062132593975587
EPD,0.586668303533476,0.5735167528920784
ENB,0.6368257789678695,0.790690259480183
MMP,0.4645636654775436,0.5384794974113519
WPC,0.5670046450365236,0.5870417776222192
OKE,0.22416843579924417,0.48519325838024907
PPL,0.5426594046913251,0.8500292613650244
PM,0.5443889617296885,0.7045918702671262
UBA,0.8535010214338181,0.6877067255296894
NHI,0.09995715384277354,0.44779360217819664
SO,0.2666332865253145,0.6948146641052697
IBM,0.34873715877455563,0.3966899759732041
BIP,0.7592315181004189,0.6438872777067867
GIS,0.008916529991931935,0.38946593890828163
D,0.8185949397033162,0.6139578126798888
PETS,0.7025460858287642,0.7010215481082048
OXY,0.8471298073737774,0.455621781109014
LAZ,0.36199453817795696,0.7265489696588929
PFG,0.23055138126134128,0.3825070536735971
EIX,0.12143834770574646,0.6326987544602054
QCOM,0.5176162004972377,0.6484722809677945
ISBA,0.729456151024015,0.6784255671170935
DUK,0.6740349845139653,0.4970519670728314
DGICB,0.00045644215289232645,0.35299039700409385
VZ,0.7192014355443817,0.5680865331893828
CNP,0.3322741351562071,0.546684861163228
DGICA,0.005791937633082655,0.30719588056365865
MYBF,0.1848301883724663,0.408801010700649
WRK,0.5573109496537547,0.6364249854961468
PRU,0.3563177854124363,0.6589656834835383
R,0.31332687647132684,0.44276221519992226
SJI,0.29706159152296563,0.4343454178765587
OGE,0.06845530105936286,0.4816637560996371
FLO,0.6156713614848647,0.5324739249042881
K,0.6938707865645807,0.6837183918975588
SBSI,0.5388012745360022,0.703702232866669
DLR,0.6451907388368608,0.5480600988491996
BG,0.010403594135952635,0.2841573138337353
CAH,0.6374715510984241,0.6420682172764186
NWE,0.1331615955568678,0.46633853188410795
LARK,0.3856273015091689,0.6461819057983913
MXIM,0.3396247921590987,0.48751802699549074
BMRC,0.4848523895073379,0.5411455822287037
ODC,0.3494330755491972,0.4916203933371105
SJM,0.2174328640558189,0.39713871058469324
EVRG,0.025251639208672915,0.5263303633474316
TJX,0.4853734687120254,0.6991238558102463
THVB,0.12096112220671706,0.426133021956127
DTE,0.11767974881010934,0.5552739240157715
FLIC,0.7544277025986617,0.6075566609625486
AMNF,0.16171032504499033,0.37537631768997076
BHB,0.5874960719641549,0.5145233780219733
SRE,0.10295898135737563,0.6812049579136338
TXN,0.048677174832741504,0.4545485878223315
HUBB,0.7922611656146055,0.6693557594133226
WEC,0.17647394877198952,0.41143002866683803
WSM,0.14219829933123285,0.5426727988558854
CMI,0.701707283540259,0.642462869880794
POR,0.0008043917307548117,0.40394472999098047
SR,0.37789389427496556,0.5336081137283292
ACU,0.1671029912190996,0.557200609956011
EAT,0.26582741415392575,0.5182995616786826
ES,0.2365277647832334,0.5761708431503374
LNT,0.06865981285893878,0.5989299499826191
OZK,0.6305041068799089,0.5656236871352992
LMT,0.07033723224819999,0.7112858930199294
CCFN,0.0011319334149567223,0.38090437323289783
NKSH,0.8401608447196778,0.6964847928476471
XEL,0.0864150094217837,0.4422484160242286
UNM,0.4967765877803585,0.5162535350017639
CZFS,0.15751423789540875,0.5362831977850869
BKUTK,0.0009999375857696303,0.21798922629081469
AVA,0.4896471189660089,0.48740974742497206
MSM,0.29568391013838347,0.49462757590181805
ESS,0.6073571772694704,0.5609351095574125
AXS,0.49775609783625074,0.4446311007070465
BBY,0.39222872433157174,0.7121371705296777
AMP,0.5529379438225113,0.777460371320282
HAS,0.671533597229431,0.49346091211978504
CBRL,0.9278753759500636,0.3672502677662589
CMS,0.19683576187010132,0.4341232136043886
FAST,0.6554432225659762,0.562714749081973
LYBC,0.16299228237432284,0.4519045075205515
SWX,0.5490843156226035,0.7053156586244009
FFMR,0.039723602265352966,0.4331764586676987
NIDB,0.7145399047098596,0.7137346063582477
AUBN,0.020072029100047403,0.8001340592788361
NWFL,0.42435723419740473,0.5931640742011932
PII,0.5345965203291574,0.5400355490220163
AIZ,0.8625033122353687,0.6084391441334058
NEE,0.31622987233055877,0.6507523503849375
EVR,0.5549173219335725,0.43891541601737
TIF,0.7207106850811514,0.7241878546105314
NJR,0.8322211487771433,0.49543338566638323
NHC,0.29342836116621807,0.48356783720427754
BOKF,0.5653673662390588,0.5584371227181227
PB,0.39385257036301136,0.5283192484077195
TRV,0.7480258421003553,0.6182793688519025
CATC,0.16824516691666247,0.2679934479611522
RGCO,0.0038782790829913066,0.5266544788518118
SXT,0.13541163643026044,0.382508628055715
RBCAA,0.6237097714958095,0.4791607331000562
NUS,0.19389898862194865,0.3470613044330718
ELS,0.8133595260562195,0.5528691269049127
LECO,0.42239368778365005,0.6271078937723794
QNTO,0.6331022737775562,0.8124683146863922
HWKN,0.14916358274615155,0.3567828740739138
EBMT,0.5716405083254164,0.8008287365991974
YORW,0.6890711274880356,0.7770484503249387
ADI,0.16453786936082143,0.4394182841443911
UNP,0.15867356201473393,0.565810451881117
RBA,0.9754932455760226,0.7711507178746861
IFF,0.5845233833597454,0.40427981984555506
ANDE,0.34902362843859713,0.6373345748664364
CHRW,0.1954170744115018,0.4665267591656972
WM,0.06403883710384575,0.4369293289263771
RTN,0.6133475131645696,0.8412032199469396
CMCSA,0.12827173884678694,0.5155443178756998
MCHP,0.19832292690188896,0.6723738961999624
RSG,0.021278297480241515,0.5710878946328269
HRS,0.049806731377010506,0.4580199093629943
AWK,0.010869637157652963,0.5073289593297118
MATW,0.24457586160117206,0.5672415428594211
KR,0.9449151825872995,0.651678175450818
THG,0.35004053152703196,0.6080409650598907
HI,0.561696094165417,0.48677528271977083
NOC,0.0706714550597444,0.45897137474060173
BR,0.13028990708274146,0.4496898007416797
RHI,0.5050146046370633,0.6265794778277778
ABC,0.007658818361837281,0.35756333343503255
IPAR,0.3785863657166712,0.5307265644610308
ACN,0.3786785066778098,0.5787305283521226
CPK,0.0748379917639721,0.47680587901533167
EBTC,0.5443862991845215,0.585904441276716
HONT,0.237546643295116,0.4482124316100224
NEU,0.8713164488324965,0.5613068869195679
MSFT,0.08996807367611231,0.7985452399967721
HCSG,0.13280342769115605,0.45840985059248573
CNI,0.16413531690761896,0.5349397040058895
RGA,0.5679027330527695,0.5053002977221208
CASS,0.4715010821842969,0.48476643698991695
AFG,0.5579104285126252,0.5586218290480144
XLNX,0.9547622904359784,0.5891834458188643
SLGN,0.024213941450640864,0.44476152702688165
RGLD,0.17405818630387287,0.46210048268353926
RBC,0.4096255552672671,0.6222722558414024
FNV,0.11266485782470109,0.608267946142622
ALB,0.13473313699136297,0.515437988362691
WLK,0.3808514003487304,0.49688990716493225
FMAO,0.3809228847918342,0.6944390783372147
CHD,0.5937733809527199,0.5102619251643261
MCK,0.015509454179732316,0.3474278801267469
LNN,0.11123161732353154,0.5553106880286777
PRGO,0.0023214189296300296,0.5007991235878692
CSX,0.1728725379900946,0.5475322701452875
GGG,0.33637827127202935,0.7085619255387611
EXPD,0.17221171649502637,0.4757224712937673
NKE,0.514309931178368,0.7698617624322912
UTMD,0.6777596004513592,0.5119980865146743
JJSF,0.5470139669290373,0.4390089889192899
STE,0.19306643963154085,0.4227246767574791
FDX,0.20723839753881923,0.4119227598203335
ISCA,0.7716240028009153,0.5404983107903663
VSEC,0.9137760984428043,0.5791686090426782
FDS,0.404281810606165,0.5696384071894411
COLM,0.20051812608511066,0.4407176686598153
LMNR,0.012405617479711546,0.3188483755836886
ROST,0.4947090798649032,0.6481370872147844
RNR,0.036659659776698224,0.45347618944442214
COST,0.24872300579860085,0.5733391242604903
MNRO,0.36975376409566896,0.47556236856796347
JBHT,0.7471793088108049,0.548201065005289
ZTS,0.32672957582866824,0.5970746695914322
WYND,0.23268267486628813,0.6193426550872186
XYL,0.04260256411707735,0.3316316311044892
ZION,0.7842885640793347,0.7141864663720973
WOR,0.5747492287097791,0.5316284893470865
WPP,0.727678714131018,0.5979272779147816
WSFS,0.0749539505121742,0.40875359761431984
WSBC,0.43145084774535625,0.4901473604704965
WTBA,0.8005087913461051,0.7456346876321709
WAB,0.1874450565698968,0.4538487379102673
WLKP,0.2653614458301098,0.6291533775374893
WY,0.6911286898749163,0.7253526997763736
WHR,0.38342976179104254,0.5775695253998353
WMPN,0.30491007230347644,0.6641013392451254
WLTW,0.11744955286690867,0.5442676750136378
WINA,0.36249121055187916,0.7762103812369958
WTFC,0.5479676012806278,0.4711930288030319
WDFN,0.5556159221667865,0.4865510781433761
WEN,0.3549159147867771,0.46132589086624853
WBS,0.5014586746137101,0.5274633234949958
WRI,0.8121781693159807,0.6422853651538457
WEBK,0.527980318405673,0.7922169873537978
WFC,0.7589882391083841,0.6024030781196829
WDFC,0.43582723895133374,0.47388820118948777
WSO,0.6944864879423964,0.589261037560969
WTS,0.20611034413536133,0.565858849806682
WASH,0.6591807302150339,0.6196236130743054
WCN,0.010052845606329281,0.46730241485848545
WTBFA,0.2888809591096366,0.3747301121258219
DIS,0.6502508653393106,0.6165909607351043
WAFD,0.4251961262270929,0.4647258628669207
VTR,0.7702115083721891,0.739911851410216
VMC,0.3070579470861823,0.4459883723336011
USPH,0.3610225835939904,0.5073823728852492
MTN,0.1674619549470865,0.5198352340548439
VLO,0.8113006456287873,0.7059021305343512
UCFC,0.7790792257915522,0.683327995756905
UFCS,0.4334474310110253,0.4377343455891741
UPS,0.047759994106098214,0.3876097265212294
UNH,0.45686717960850737,0.7821571454798676
UNTY,0.5165689828025903,0.6459481522025187
UFPI,0.640173087243822,0.7126587536783209
TYBT,4.678825416206582e-05,0.23724640709211336
TRN,0.5762971239391621,0.5360445787954808
TRUX,0.7535236785881945,0.6589427799228964
TRCB,0.7841907907821961,0.7634865310908114
TSN,0.3438678583913798,0.4625939947743476
USB,0.6962217480978816,0.5490976712172649
UDR,0.2726390067978055,0.49578965396341346
UMPQ,0.3577130836238015,0.6117164847473309
UNB,0.4846440700972477,0.612531464219675
UBCP,0.758283819491286,0.7875677833559248
UCBI,0.6616923395172807,0.6695387396883584
OC,0.5811516188605621,0.7249442054195394
ORM,0.9224797327283666,0.6269054710918596
OXM,0.16824466845659486,0.4785927426189413
GLT,0.648864542637015,0.5938990582179542
PCAR,0.7550388113250992,0.7588151275401513
PKG,0.6493980638363196,0.542244228541654
PKBK,0.40016625275536966,0.4956745702015495
PEGI,0.995755172970464,0.5682969288085271
PDCO,0.0995118783615781,0.622395486402643
PAYX,0.014580764552103541,0.5510441268089101
PBFX,0.07366519459324963,0.3675513434467008
PAG,0.6397135925838096,0.5929973387519895
PEBK,0.6808391274626256,0.6744503938108765
PPLL,0.5675394004358846,0.7369892177064664
PFE,0.5986936509638242,0.6768923429105075
PSX,0.7601476270741472,0.6496964256754233
PSXP,0.7467250957713918,0.6538823795902544
PPBN,0.1192940150667276,0.5259559850937601
PNW,0.4099917191467202,0.4379607159590561
PNBI,0.5424444710008566,0.5858576420433739
PNC,0.3645849804377465,0.7378431404581622
PNM,0.017797805098479082,0.36682767075600153
POL,0.14966486224763564,0.47676554330889465
POOL,0.2052250629641641,0.5657890686331265
PTBS,0.07769964657277151,0.4493482308905075
POWI,0.1145752020009006,0.5784788182082141
APTS,0.18284171522796072,0.40892345673037267
PFBC,0.0369509747503598,0.7240870830896609
PRI,0.6067186774225392,0.5995079439494504
PRIM,0.33333104149975995,0.5313214801621403
PLD,0.22830694845407495,0.6329179383094566
PROV,0.43255447636344924,0.5199196890516798
PFS,0.08962326264856157,0.4276797606254142
PSB,0.623667297420797,0.5023243279864859
PEG,0.44469012131490115,0.5238823520151874
QNBC,0.9305666172687705,0.45573279594062727
QTS,0.9579367986258179,0.7334251437971511
DGX,0.18687480087350244,0.41068497102063195
RJF,0.570532019063427,0.7002526906783352
RMAX,0.7421235520898297,0.8464862003735646
REG,0.45088972627117324,0.5245927968399883
RF,0.646972400088919,0.609256848752428
RS,0.7115686100137956,0.6571489570781948
RMD,0.5752243211146694,0.6608072661865003
RECN,0.26333048941696535,0.5012129782380322
ROIC,0.297517887089511,0.5087112725967033
REXR,0.8389243129707773,0.6081939338828203
ROK,0.7038124241529593,0.793263138664233
RCL,0.5504394855468372,0.6917093862267213
RUTH,0.5113140758863575,0.5495825245348042
RHP,0.9355609933014173,0.6404377569866914
STBA,0.5179237071025864,0.5777771924221223
SBRA,0.8625702056468121,0.6604351954511282
SAFM,0.7915746474851605,0.5142108846124462
SASR,0.4702630061692874,0.4948333879680588
BFS,0.06604447086024583,0.4127252301510782
SBFG,0.6328638370668342,0.8089096477547693
SWM,0.870251648622618,0.6026219449688698
SMG,0.11266025918818967,0.5226465960673541
SIGI,0.7173555006878285,0.7187646056985609
SCI,0.1743141249907686,0.4411802676178859
SFBS,0.3881080621372636,0.7166668996579378
SHEN,0.3903716698226649,0.6435107607496036
SCVL,0.9270333498920408,0.8230795891421645
BSRR,0.39036587205110784,0.6470007232098082
SIG,0.044382949413434736,0.8213022660992539
SFNC,0.2613659322998133,0.4699943869920947
SPG,0.028722236263546492,0.34991716619806645
SSD,0.6678417257747927,0.7713507500558562
SBGI,0.9881614617630001,0.7800119469105758
SIX,0.28995519593485175,0.6439560381463535
SWKS,0.30826700063407686,0.8698032694468194
SLG,0.21916901276193956,0.713824860572965
SNA,0.43446236415642153,0.5576710143775652
SOHO,0.01930414893482828,0.3664358670460294
SFBC,0.02058000660432557,0.4368236708910036
SSB,0.472760559362311,0.7469980659704765
SOMC,0.31642981013272586,0.382214413907741
SMBC,0.7813437916746804,0.646542216164807
LUV,0.44090963907391073,0.5603136437645401
SGB,0.3015971418197002,0.8131099345839577
SPTN,0.46189553291948915,0.5844844865849035
SRLP,0.00604748927762911,0.44505119224365053
STAG,0.23045207600286405,0.7198067671013593
SMP,0.6827305377307479,0.5724502228998375
SXI,0.5726511423370733,0.45028096609619583
SGU,0.03322385531339882,0.39734783409176677
SBUX,0.8844660373248626,0.6626164619492292
STT,0.651897053101547,0.9285066112787818
STLD,0.6345614390619334,0.6054604553697264
SCS,0.571018267683697,0.7019705752933784
SYBT,0.753361646383883,0.6403804606758403
STRT,0.13475288149858738,0.4526117588044891
STBI,0.3352791420026109,0.5560419114814487
INN,0.5103487789981772,0.526419084469283
STI,0.5616756582783685,0.6465851607297336
SGC,0.7254337666385196,0.45305635924297777
SNX,0.47712179282265504,0.9394980535068698
SNV,0.3537530655774366,0.5762512738601361
TCO,0.7111099853800993,0.6784832444482217
AMTD,0.577345229332709,0.5014641716503716
TEL,0.07731885294824929,0.5145657616163006
TEX,0.21718276743042547,0.4340238225676242
TRNO,0.650086545401898,0.6384838868443956
TBNK,0.7497437796993041,0.7240676750523011
TTEK,0.9136332707627516,0.5181024659731134
TXRH,0.21125472039951537,0.4611501688443635
TFSL,0.7011821587669436,0.7144177387456675
HCKT,0.0722969660405475,0.31884404895598084
THO,0.17329751278691236,0.7088361941266806
TSBK,0.508922129936879,0.5775671331353688
TKR,0.5963906815704918,0.7882732946809399
TTC,0.3720522526320098,0.6559182252007589
TOWN,0.22835834669773475,0.5155838785826432
TSCO,0.8038436190910532,0.5521506898310888
TCBK,0.6438172225773007,0.6284573036159838
GLOP,0.72814500559934,0.7031263047093627
GATX,0.3112273702383931,0.3886370763027228
GNTX,0.26735063810178994,0.6109935234540151
GEO,0.5324792576679154,0.46884911620312564
GABC,0.7550273578089662,0.6902007077388862
GTY,0.9342062140080415,0.6079217369952364
GIL,0.8574293977628344,0.5776351687794722
GBCI,0.6288552761708057,0.6903444913839965
GAIN,0.8487857580311408,0.7815306755015204
GS,0.219556002426738,0.6970636548960307
GT,0.7254601462342216,0.7334679437432463
GSBC,0.6029626215717117,0.5555606447239996
GBX,0.3559845962649488,0.5230073139379692
GFF,0.7198025542264086,0.6326032728336458
GPI,0.6191144059795447,0.6971019322196932
GBNK,0.21851876482294386,0.8590668387393132
GFED,0.4311464125677155,0.5963292769147033
HAFC,0.7353028343974943,0.5135939188300203
HOG,0.48366173263136,0.5965631122988961
HIG,0.26104681261729334,0.46288761374558896
